c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
818,Customer#000000818,pwawgpF2CJSFbHeEK HPpCuAAEBYalJ7MSMm,20,30-943-141-5174,-574.39,BUILDING,telets about the theodolites nag furiously around the foxes. ironic pack
819,Customer#000000819,PxKXsotrAj7Q1eaemy2F5gX90Fk INXcL,12,22-424-990-1743,2152.05,MACHINERY,ously express pinto beans. idly regular theodolites haggle carefully about the accounts. blithely
820,Customer#000000820,"vz2tXexT9Je2tpAgSNn,McdJ",4,14-993-368-5047,-614.28,AUTOMOBILE,e carefully carefully pending packages. en
821,Customer#000000821,"c5N7LmTOLbyMh8,fpDOmWwWPgMb5UW2K",5,15-901-460-2033,2691.42,FURNITURE,"sts wake slyly. blithely final asymptotes wake quickly even ideas. express, special ideas a"
822,Customer#000000822,2C9 ZT1In7zG9NxDUbcU0Ld9K1PWUsdMraN9Sp,13,23-410-801-1644,736.47,BUILDING,"de of the final, regular idea"
823,Customer#000000823,kxCcxifuuT9S2naKMuLEj3,0,10-109-430-5638,738.79,AUTOMOBILE,ully regular ideas wake slyly regular foxes. unusual platelets eat furiously above the slyly
824,Customer#000000824,BjuAVFrKU6L08nAU9ZT,18,28-454-124-5859,6840.29,AUTOMOBILE,anently bold deposits. furiously final deposit
825,Customer#000000825,gSbRSD0uARnTSGEyQNv02T9vt,10,20-492-863-1129,1809.01,HOUSEHOLD,ffily final waters sleep accounts. pinto beans against the theodolites wake
826,Customer#000000826,MV2r62CmrDa,13,23-762-328-7631,8938.14,BUILDING,r asymptotes. fluffily regular accounts detect blithely about the quickly fin
827,Customer#000000827,"MEEgnTQpFlSPlDNH2LW,ZOj5 7HSlJl1yjMg",14,24-196-343-6537,5411.20,HOUSEHOLD,r deposits are. carefully express packages impress furiously
828,Customer#000000828,0cGkrnfvpiL6WqzeOHnOWa0RkI,23,33-108-680-4317,7059.68,BUILDING,final deposits cajole blithely. furiously bold requests was slyly express de
829,Customer#000000829,"XCJyXMUW14rZ0qoQpbRneuHHk,oPiAdog",8,18-404-707-6095,4086.56,MACHINERY,t ruthlessly about the accounts. pending packages around the ironic foxes caj
830,Customer#000000830,"XLdE4pELtz,H6i",23,33-408-548-6806,7775.65,AUTOMOBILE,ironic deposits wake quickly 
831,Customer#000000831,",ntavkx6DOqTp8Db6I4SHzMuP",20,30-495-591-5384,3401.49,AUTOMOBILE,heodolites cajole. carefully ironic pinto beans after the slyly brave deposits affix unu
832,Customer#000000832,"NditRcQyq4GJ,",19,29-264-864-8387,-201.49,HOUSEHOLD,"ideas among the fluffily bold deposits haggle carefully ironic, regul"
833,Customer#000000833,zXAnoD02Jrf1Ohl6UbIPN20e6yDs,6,16-624-307-4875,-526.14,FURNITURE,refully regular theodolites. never final platelets above the quickly express sheaves integrate furiously bol
834,Customer#000000834,uWEq0s72Un5WKq2,14,24-637-803-7812,-976.25,MACHINERY,ns. quickly regular notornis about the quickly silent pinto beans sleep quickly about the asymptotes: c
835,Customer#000000835,"9HAzWZHJZZ,",21,31-700-242-6347,2106.81,BUILDING,express accounts. blithely special requests alongside of the packages cajole sly excuses. quickly silent dependenci
836,Customer#000000836,AQtsXz3zvnQfWJtj V8eAmic7BwECGXSM,12,22-181-313-6281,9184.72,FURNITURE,g the ironic accounts boost furiously ironic theodolites? unusual foxes nag ironic foxes. instructions are
837,Customer#000000837,FedoSwH7VQpUVVMY,9,19-572-730-8324,2701.29,BUILDING,into beans boost carefully blithely final dependencies. deposits doubt furiously above the even accounts. blithel
838,Customer#000000838,qunFsXWPVUH3Hz7CF,5,15-919-192-7197,1605.76,AUTOMOBILE,"r instructions. express, pending requests solve across the fluffily final theod"
839,Customer#000000839,"pJSrv2GV6ghWVp8BZx1fif,1rrS66CFz",22,32-435-825-7973,2924.78,HOUSEHOLD,eposits. ironic deposits haggle furiously carefully regular requests. carefully pending br
840,Customer#000000840,"SvqWFU,CGon4XkD3awFir3MynLnV,F",22,32-802-156-1748,6799.00,AUTOMOBILE,equests boost packages. slyly ironic requests solve quickly slyl
841,Customer#000000841,"C8i8gauliK6Qz4T,LftQnxcnj2afpLOUmrOUHC",9,19-556-695-9964,884.20,FURNITURE,ic deposits integrate slyly. regular foxes during the slyly regular pinto beans wake after the pack
842,Customer#000000842, y9p9wNloGOd,0,10-272-126-1413,8635.49,FURNITURE,n accounts. quickly regular accounts haggle slyly? carefully express ideas wake carefully along the regu
843,Customer#000000843,dmhTqnFwjKnynBHP 3Kfh,14,24-979-584-7928,675.73,HOUSEHOLD,y busily pending requests. quickly final accounts engage according to the special theodolites. special instruction
844,Customer#000000844,",D6sH jRj8,zbqkgvniCFRim8JwfMmKZpwtuDH6",11,21-285-410-4046,2954.90,BUILDING,totes wake permanently sometimes ironic packages. slyly regular packages sleep furiously 
845,Customer#000000845,MiAVB0lBnywUlizceNPAe2KL8wXKfRNB,13,23-125-871-9246,6898.89,AUTOMOBILE,"e regular, regular asymptotes haggle daringly across the brave packages. bold, final requests hag"
846,Customer#000000846,"n4aOkHu,o6W1k6dP75RPqoaWAExgzjp",18,28-766-714-9136,7650.73,MACHINERY,e ironic packages. furiously ironic packages haggle after the slyly unusual ideas. car
847,Customer#000000847,D9R5PfirfGaYk6wXe9EtGJP,23,33-645-447-3944,4822.08,HOUSEHOLD,"ns can are slyly regular, regular packages. slyly unusual excuses eat slyly stealthi"
848,Customer#000000848,RrDiEWpGTraeAe1V,15,25-655-714-7125,5685.59,BUILDING,efully packages? unusual deposits cajole fluffily. doggedly 
849,Customer#000000849,HA9k4Zhay7f0QUrosheKP6R6,24,34-718-798-7751,9670.64,MACHINERY,al packages. unusual pinto beans integrate gifts. ironic th
850,Customer#000000850,"lNJb5KR GbB8yrw,T1xujFuSO,dSk",22,32-546-203-4000,7576.55,FURNITURE,e? slyly even packages cajole. furiously ironic pinto beans caj
851,Customer#000000851,kRj97RcsWtjRMF 76I8,9,19-678-843-9850,1144.23,FURNITURE,even pinto beans against the quickly ironic accounts affix to the packages. theodolites are blit
852,Customer#000000852,M9ZoATNUE0thv8Xml cp6Tx,5,15-252-941-6247,1098.98,AUTOMOBILE,"usly express accounts. requests after the ironic, silent requ"
853,Customer#000000853,"7,rRbAvqK4hSqm,ljEDolyjRp8Mu44xSTG",2,12-869-161-3468,-444.73,MACHINERY,l foxes affix. furiously regular foxes
854,Customer#000000854,MF8909Fm3vv nOEYxMNLhZcIA1ORE1j,0,10-544-967-2382,3393.86,AUTOMOBILE,longside of the even theodolites boost across the slyly even dep
855,Customer#000000855,"JSE8r0cFGYziSjk,eDsHTwV9iGVhAEw784Y5A",1,11-379-392-2701,3550.49,BUILDING,"eep slyly furiously even asymptotes. ironic foxes wake slyly about the regular, special accounts. sl"
856,Customer#000000856,4W6TfkW2yntMBJIN,15,25-336-316-9641,6988.55,FURNITURE,"ding, ironic accounts. quickly ironic asymptotes c"
857,Customer#000000857,"8looeG8mt jy2wm2t,USeJ 6uis",5,15-856-649-3113,7537.16,AUTOMOBILE,y pinto beans. slyly even foxes sleep furiously. quickly ironic deposits according to t
858,Customer#000000858,"TA8AjB0lOXUSgibcP7dERfr,PCqvc",8,18-509-453-8977,-829.37,BUILDING,ully regular packages. regular accounts nag along the blithel
859,Customer#000000859,uBUNF5DBPsbPCbV4HS4,17,27-379-135-4463,6737.18,BUILDING,g the idly special theodolites
860,Customer#000000860,"z,kym JXRgxiD5ekTonD0vI",12,22-895-319-1388,6836.89,BUILDING,inst the theodolites. slyly ironic platelets print blithely regular instructions. silent instructions sleep. bo
861,Customer#000000861,lwFo1XLh2Pk7c72PsmZIkYGUgSMN6teu41zGUu,14,24-939-734-5650,-336.80,BUILDING,ole blithely about the slyly close theo
862,Customer#000000862,tGQ10JcBSySepgR80hiblfVJEqEg0uIGHjmc,2,12-479-479-6941,2338.92,MACHINERY,long the even platelets. pinto beans nag slyly bold requests. slyly regular theodolites boost s
863,Customer#000000863,sCQppvxafgcQvkZuAcOTPt5JcNsot,3,13-801-392-5922,5274.52,AUTOMOBILE,ly above the asymptotes. unusual escapades among the furious
864,Customer#000000864,"GgO6gzLx,EudlVE q7ol6jj3LfKX0OOP",12,22-897-966-6672,8932.76,AUTOMOBILE,carefully idle dependencies use about the pending packages. blithely express frets boost 
865,Customer#000000865,7iwWyWOPqTIZLyc9QyHYngQJXC,9,19-245-153-1471,3016.38,BUILDING,"lar requests. carefully ironic deposits use unusual, ironic ideas. final Tiresias sleep ar"
866,Customer#000000866,"y0P,kObTN1L",20,30-436-285-7224,6265.88,FURNITURE,d deposits use always around the furiously pending instructions. furiously special instructions are ag
867,Customer#000000867,hEm7RouLb5 ZVBi764a,14,24-522-194-4543,5680.23,FURNITURE,final packages use blithely across the ironic
868,Customer#000000868,PlkSlRVJZMsxwjhSBK1qd,22,32-850-421-3334,7616.48,FURNITURE,"ests haggle blithely fluffily final patterns. unusual, express instructions sleep! final, silent foxes wake s"
869,Customer#000000869,"cnk6Tq3nd3rC,wEDTaynF0toe6On",2,12-379-344-7132,1228.06,HOUSEHOLD,y bold deposits. final packages along the blithely final deposits haggle fluffily special packages. car
870,Customer#000000870,Vvkb14Z8P3gkyvMBuSHg,2,12-953-532-5903,1970.76,BUILDING,packages. slyly bold ideas against the ideas affix blithely blithely special dependencies. even p
871,Customer#000000871,hOfEphIyPuUdw6TQBxROGitOOv4k,20,30-933-714-8982,-395.89,HOUSEHOLD,inal instructions are. ironic pinto beans nag
872,Customer#000000872,xfbTIe1pgWq0jqdm7gQP6iXqcs2RcSk,17,27-357-139-7164,-858.61,BUILDING,unts believe across the ironic instructions. packages nag re
873,Customer#000000873,4lD RpYPqd4f,6,16-375-385-5712,-797.38,AUTOMOBILE,"gular, ironic ideas. quickly express a"
874,Customer#000000874,ANCrGEGkJyxBjUNQfGaCESaz hZsWfm6BQ5o7cDY,0,10-886-494-4217,5391.74,AUTOMOBILE,"ets. foxes about the regular, even hockey players was slyl"
875,Customer#000000875,"TBaW272Cu,O",3,13-146-810-5423,-949.28,FURNITURE,"s x-ray blithely enticing accounts. sometimes even requests are enticingly silent, regular pac"
876,Customer#000000876,eesKyO5rsoy9ieg0x50ncRtDnOU1R3Y7,20,30-320-481-3076,4367.63,MACHINERY,instructions boost quickly unusual asymptotes! furiously ironic courts wa
877,Customer#000000877,y2cYphCK jPcOjmLsHFE2qQZa3t9WVJS,16,26-400-912-7812,1755.33,MACHINERY,lyly unusual pains. pinto beans nag quickly. quickly fi
878,Customer#000000878,"K6ojYIxkvGXcy7Ju2SBXWjI,0jLckq",15,25-465-180-9022,8781.53,FURNITURE,the quickly final deposits affix slyly a
879,Customer#000000879,"nhOkZTJl 809b7,uwFZP",2,12-878-466-6505,2235.20,HOUSEHOLD,uests cajole carefully regular deposits. idly bold courts na
880,Customer#000000880,"DKvjE76lQZbpURBrC2qqDp, HQNz5BraVVYNVa0",8,18-763-990-8618,-77.63,FURNITURE,c Tiresias sleep alongside of the car
881,Customer#000000881,4hRW989YC3jrCEMK,4,14-127-261-7876,2141.71,FURNITURE,efully final platelets use furiously according to the unusual theodolites. dep
882,Customer#000000882,KzgQ3wjofn,2,12-437-842-6799,1650.12,HOUSEHOLD," cajole furiously. furiously special dependencies hang furiously. bold, special ideas are "
883,Customer#000000883,B5aS 5d6Vg22nO8,3,13-526-239-6950,479.96,FURNITURE," instructions use furiously after the instructions. ironic,"
884,Customer#000000884,"WgtIzd,7wR2yFhJttiTwrMSS",21,31-483-489-6172,1601.60,FURNITURE,sual packages sleep fluffily. furiously unusual theodolites sleep accounts. quickly even requests n
885,Customer#000000885,"Ed6PoUXDbppgfK,",5,15-874-471-4903,-959.94,HOUSEHOLD,oxes. furiously ironic deposits cajole deposits. blithely
886,Customer#000000886,"bc7kPlbhHdcnTi Mqifq,NQ",12,22-771-691-7229,1194.33,AUTOMOBILE,silently regular foxes wake furiously among the slowly final ideas. carefully regular requests haggle 
887,Customer#000000887,"pCiDF,LELVfH2DZWqNq",1,11-136-651-8293,7009.42,MACHINERY,ully regular platelets against the ironic packages hang furiously ironic instructions. furiously bold ac
888,Customer#000000888,YwFhB05SODJm35,12,22-855-455-1154,6358.04,HOUSEHOLD,its detect carefully. ideas across the slyly even accounts run slyly according to the epitaphs. bold 
889,Customer#000000889,CfwLNUN zvMqOjSDJYzMnOy,13,23-625-369-6714,3635.35,FURNITURE, beans. requests wake furiously final packa
890,Customer#000000890,AwzfoA93Rs1ibQQmRGAvxffuxNCPPbJjWBs,4,14-938-708-4678,3329.21,BUILDING,"ges. express excuses integrate after the even, ironic patterns. slyly ironic pains integrate fluffily about the"
891,Customer#000000891,"r4,EU38BM0qdbjwqH",11,21-439-958-7518,6032.18,FURNITURE,ong the quickly quick patterns. slyly
892,Customer#000000892,"ergvIaqviGVgfR4iUwy,l",9,19-589-784-1249,4799.98,FURNITURE,es sleep sometimes furiously regular accounts. slyly ironic instructions could have to nag
893,Customer#000000893,5UETfDLc1CJGTYGy,13,23-827-724-6816,8250.87,BUILDING,"ronic sentiments are after the pending, unusual attainments."
894,Customer#000000894,WtTES8zWGnM,16,26-844-679-1540,4483.42,AUTOMOBILE,"e furiously final deposits. express, even packages nag. furiously regular packages breach along t"
895,Customer#000000895,"fnQh TMGk79TRP8UojSL,4K4b7",0,10-933-819-2037,904.43,AUTOMOBILE,y pending accounts sleep thinly. fluffily even packages a
896,Customer#000000896,8xZ1peKI8mgRdz,0,10-425-565-3199,7659.72,AUTOMOBILE,nts play blithely. packages affix. blithely spe
897,Customer#000000897,E4Z3ZkFRx4uOxpmyXlX,6,16-988-776-4568,1999.42,MACHINERY,s? furiously silent pinto beans breach stealthily: 
898,Customer#000000898,i w insq M15hshpIX8mFIPZ7Z02536wckuR51v9,3,13-265-738-4361,8137.24,AUTOMOBILE,ar accounts are furiously bold waters? packages sleep ironic pinto beans-- carefully bold pinto beans detect blithel
899,Customer#000000899,8JV3cWiEMoNRDjlbLaeoHdOELW4j8M3aQ9V8h,2,12-594-534-9654,8605.53,FURNITURE," beans. final, blithe frays wake slyly ironic, unusual foxes. pending pinto beans at "
900,Customer#000000900,"HmJmZ30cC18nw0qyJrNVlrqfied, do",1,11-422-328-1612,3195.39,BUILDING,"onic foxes sleep around the slyly even ideas. packages are ironic, regular instructions. car"
901,Customer#000000901,b6t3ySW2eUdxU nBg,12,22-202-667-4372,938.35,HOUSEHOLD,fluffy theodolites. quickly express accounts sleep furiously. slyly regular foxes are at the sp
902,Customer#000000902,rZJDeu2b8G4LTaKdbnYj,4,14-209-883-5797,5858.48,AUTOMOBILE,y pending packages sleep above the carefully unusual package
903,Customer#000000903,797IayBGJcQ4kXR1G1XoM6,7,17-706-779-2078,509.23,FURNITURE,"ronic instructions haggle fluffily against the final, regular foxes. furiously expre"
904,Customer#000000904,3NhmPetKn6Vn K44a2UCAQzA,5,15-940-929-4572,9562.82,BUILDING,nic asymptotes wake furiously express theodolites. 
905,Customer#000000905,MrIt5nKo6YG11boNPuVPlBV,3,13-803-156-2231,-600.73,BUILDING,ly ironic ideas sleep furiously bold ideas. special deposits wake furiously. fluffily express frays nag 
906,Customer#000000906,",6QwGFzZqVt",6,16-594-569-6627,-613.45,HOUSEHOLD,y even packages. grouches cajol
907,Customer#000000907,7M5fvEDBOO kZBPbEdTBtn,10,20-501-816-7673,5751.31,HOUSEHOLD,sts. express packages wake blithely above the carefully pending ideas. carefully silent packages hinde
908,Customer#000000908,mQVPOKeg6e Qdgc4qIxRC3rren,12,22-814-669-9320,3215.96,AUTOMOBILE, ironically for the quickly ironic asym
909,Customer#000000909,QrY3YTWqVqlBySzHx2vex7tgUTz egJGbzyV3,24,34-717-350-9722,5565.58,MACHINERY,packages sleep packages. slowly ruthless deposits at the blithely pending requests are against the slyly pend
910,Customer#000000910,bKS7h8o7ZEiRj,9,19-899-463-4292,5794.69,BUILDING, silent deposits are. blithely final foxes cajole slyly according to the furiously re
911,Customer#000000911,"68,LIR0Fhraw6LUTrFW6Ew05u",13,23-121-746-7339,6364.60,BUILDING,"uches. blithely silent requests haggle quick, bold accounts. carefully bold pinto beans according to the no"
912,Customer#000000912,"OaqZYembag,qVEwo",14,24-348-437-3105,3861.36,FURNITURE,"s sleep slyly along the regular, even i"
913,Customer#000000913,RCJd97HzePqdmZqv,14,24-500-946-3315,6935.16,FURNITURE,symptotes. platelets are carefully carefully special foxes. carefully unusua
914,Customer#000000914,sfm DilMcxoMeKw6sbgj9,5,15-915-758-7313,1230.79,MACHINERY,ons. unusual requests cajole blithely boldly regular packa
915,Customer#000000915,FykMsCZp9sPLb5F1Z0kS5F,0,10-452-398-2445,3776.53,AUTOMOBILE,"he even, bold instructions. quickly final foxes wake thinly care"
916,Customer#000000916,S1CTDHEshFRWaWbnVEPv,23,33-511-587-8754,130.59,MACHINERY,ajole packages. carefully final excuses detect carefully among the furiously final instructions. regular courts wake
917,Customer#000000917,h1r780DE8lF6aGidEsF3Kva80dOlXvtsV,1,11-100-917-5264,3679.65,HOUSEHOLD,iously slyly express ideas. quickly final ideas above the carefully special requests grow 
918,Customer#000000918,58ByGoNkaauhU,19,29-992-318-6425,-155.06,MACHINERY,"y regular platelets. regular, unusual packages sleep evenly. slyly bold accounts affix carefully. bold, final"
919,Customer#000000919,PjkyzB5w39Jg,9,19-537-180-2200,9774.97,MACHINERY,"furiously regular gifts. stealthily regular instructions use regular, idle"
920,Customer#000000920,Dnpl4hibUeVcF29cEAopH5B58IUxlQ,2,12-905-464-3299,990.58,HOUSEHOLD,"ns lose carefully among the bold, regular deposit"
921,Customer#000000921,42p5nOnIL83 4rK7MnbJj7AeHCHyPDP,8,18-765-936-2316,3651.09,HOUSEHOLD,"ar, unusual asymptotes. bold instructions according to the blith"
922,Customer#000000922,rsR9lRxyTdHbDOVt8nYbwjK5vAWH9sB,7,17-945-916-9648,3869.25,BUILDING,cuses cajole carefully regular idea
923,Customer#000000923,PGpf4HL2yDZ51345A6kPoKPb,11,21-476-142-5086,7462.20,HOUSEHOLD,"symptotes. blithely ironic instructions about the stealthy, unusual deposits print silently above the ironic accou"
924,Customer#000000924,ugmyCHa23Iy88JS2bV,15,25-518-232-9865,4212.53,BUILDING,lar instructions wake carefully regular ideas. carefully final instructio
925,Customer#000000925,"IDr9QtJvT,K4yjdXI9p4 LZ6EAl6bDYUdIVVYMu",10,20-753-609-6699,1939.39,AUTOMOBILE,carefully! fluffily silent instructions after
926,Customer#000000926,sXPSgZ2JLPlnhcB9q6 wBSYeDHJjpNwf,16,26-783-803-1329,274.50,AUTOMOBILE,ng packages nag blithely. regularly bold requests sleep final deposits.
927,Customer#000000927,7tTuwdvCWdOJQZy9ung brK368N8r03nAvmZ28c,17,27-332-891-1391,2417.65,MACHINERY,ng express braids. blithely slow theodolites against the fluffily pending theodolites sleep furiously quickly reg
928,Customer#000000928,rRr6NymPWSMLcMYUlue3m,21,31-508-509-6393,8330.70,HOUSEHOLD,ven foxes. deposits boost doggedly deposits. finally bold theodoli
929,Customer#000000929,PrNbLRqEECgH9XE,23,33-487-459-1026,4079.18,MACHINERY,hely ironic pinto beans are furiou
930,Customer#000000930,TWHj2aSxY3xJt7,19,29-562-904-5451,4787.20,FURNITURE,furiously special packages across the dogge
931,Customer#000000931,f0F45RLAN9jc0r4Eqtffz,0,10-349-498-1720,2409.69,BUILDING,"in pending, ironic theodolites. furiously"
932,Customer#000000932,kdRqB0ezhkUePSc,13,23-300-708-7927,6553.37,BUILDING,ound the regular accounts. quickly ironic requests try to 
933,Customer#000000933,"6,8bwZ5P dDTbH",14,24-623-803-8018,8541.16,MACHINERY,finally pending packages wake furiously dogged pinto beans. carefully silent packages on the q
934,Customer#000000934,7eqloc2LouErfJQwtCm2D6Rk1pT7c9p3,12,22-119-576-7222,-592.69,AUTOMOBILE,ll wake fluffily blithely quick packages. furiously final accounts integrate bold instructions; r
935,Customer#000000935,"4G57WIwMy2Xh5TUjqGNR,z8BRpAzion",0,10-724-445-8323,2531.25,MACHINERY,s. pinto beans detect quickly accor
936,Customer#000000936,KvhilCuCLMRUofmQ41lz56ud llfqdC,11,21-100-538-9635,3650.90,MACHINERY, blithely regular foxes. bold theodolites cajole slyly against the fluffily final accounts. 
937,Customer#000000937,yz kUDJNb9dtNRSPR,23,33-869-990-3946,668.51,AUTOMOBILE,y final ideas against the ideas cajole blithely fl
938,Customer#000000938,w AR8Y m4St365o4BQTxhI,12,22-157-321-7590,2584.52,BUILDING, about the idly regular instructions: accounts
939,Customer#000000939,"I2QnNMuqFf,Q5gbMd",19,29-627-844-1293,8059.51,FURNITURE,ways bold packages boost fluffily along the blithely even instructions. un
940,Customer#000000940,8T9c3q3NQH90wGvuX5xoTvdwq,19,29-958-573-1004,253.59,AUTOMOBILE,its serve stealthily alongside of the unusual packages. slyly bold sentiments wake. bold foxes are slyly
941,Customer#000000941,ZRTvRU6KcLC5XBwZaDIh74pgA0q9BORvcLBI,19,29-745-875-1061,2990.18,FURNITURE,n deposits cajole across the furiously even sauternes. slyly express dependencies cajole slyly about t
942,Customer#000000942,"u,cgumtL3M3xGFho2R9vyHFdipYm73DRju1p5JKZ",18,28-560-449-7675,5898.17,HOUSEHOLD,posits haggle closely above the furiously final packages-- furiously pending requests since the slyly even
943,Customer#000000943,UWNp9lcgflnamAoLjYuS5kfRyyPyKhrPjx,5,15-483-251-8603,7541.05,FURNITURE,usly carefully unusual theodolites. even deposits instead of the slyly special ideas sleep special requests. 
944,Customer#000000944,TFcRlX4gUbh43ICPtm0CIiLbdM52S,4,14-485-139-5142,9454.78,BUILDING,slyly silent requests cajole. slyly ironic accounts affix across the carefully even ac
945,Customer#000000945,"Y,,sgehRFK",15,25-542-662-1673,9615.39,BUILDING,ously express dependencies cajole quickly ironic theodolite
946,Customer#000000946,yLjacF9JaCg8ItLb,21,31-152-357-9762,2990.73,FURNITURE,its use blithely about the even requests. never final deposits are slyly until the carefully regular theodoli
947,Customer#000000947,"iDsn9vAovHabtMAU,v utg4f3j",22,32-838-393-6825,4092.24,BUILDING,"beans use blithely across the carefully pending accounts. bold, even deposits boost blithely. express, "
948,Customer#000000948,uup TEfkuuwmomG,17,27-125-968-3750,4346.90,AUTOMOBILE, ironic Tiresias. final packages are. slyly r
949,Customer#000000949,zcpPpjLJ4esFdiX3u72jTc SgJ,2,12-391-316-1861,5340.67,AUTOMOBILE,into beans. deposits use. packages according to the slyly ironic re
950,Customer#000000950,"FIXCUPBWTEDSeIAKRNr9,348yIuQyObAja15",15,25-849-760-2017,9609.77,FURNITURE,longside of the blithely even courts. regular packages integrate furiously fina
951,Customer#000000951,cDoW3GNz0w,0,10-813-916-8297,7499.47,FURNITURE,l ideas. final instructions affix regular deposits. unusual ideas use 
952,Customer#000000952,"IK,2zkq9NC7fw5ycYwkjg5CqL5gldsVaN7MrI",24,34-527-524-9172,3710.14,AUTOMOBILE,are furiously about the final pinto 
953,Customer#000000953,"WjhaS7s88F,bhwYTeB1A5wdv6F",22,32-829-961-2870,6292.06,BUILDING,theodolites cajole after the carefully regular courts. final packages lose fluffily.
954,Customer#000000954,"A ,ksZIx2dyfK iPfoNIW1 Y8E2S0vCsnRq",19,29-639-437-3775,5740.00,FURNITURE,"fluffily pending accounts. special, "
955,Customer#000000955,"miIz,OhJ9Vov5ofu",0,10-918-863-8880,138.31,AUTOMOBILE,fully ironic theodolites haggle blithely final ideas. evenly final foxes haggle
956,Customer#000000956,RiZYP f8NZ3WNiuZeMVpgPkno2bDr,20,30-627-947-8311,1587.14,HOUSEHOLD, carefully across the express requests. carefully final multipliers according to th
957,Customer#000000957,SlSB04zffuuI1XPTdd,19,29-941-553-8245,9076.68,FURNITURE,nstructions. slyly even braids are carefully ironic asymptotes. slyl
958,Customer#000000958,d c6pq5TdFt5l3yy8cmoFalcGwS ,5,15-455-954-2914,1791.65,FURNITURE,refully special foxes are carefully above the slyly regular pains. deposits at the blith
959,Customer#000000959,drlN H1uousbg,4,14-546-329-6898,3266.14,FURNITURE, slyly even packages wake furiously. carefully final packages sleep furiously according to the carefully silent e
960,Customer#000000960,FMMGuReFsVPZxmXw5TQ0yrJr4P60Zcis,4,14-664-604-8633,1932.59,HOUSEHOLD, among the final foxes. bold deposits boost alongsid
961,Customer#000000961,W0SZ2oflx9aWTggtwSk3OEIXsubXTbGbD,12,22-989-463-6089,6963.68,MACHINERY,use furiously across the final deposits. quickly 
962,Customer#000000962,GnBVTZhkN gXWGps2caxp,4,14-792-232-1645,7557.00,BUILDING, the accounts haggle fluffily across the regular excuses. ironic deposits nag carefully above the iro
963,Customer#000000963,"X,mN4HNNQ4KatIaVlL6CT5c1vLPreMzhYH51abf",13,23-921-332-7635,2557.49,HOUSEHOLD, the furiously ironic foxes. blithely enticing patterns haggle after the regular packages. blithely pending deposit
964,Customer#000000964,"2DpdvfAw4TuXl8DV,YVBwGsK7oLzkYr",12,22-974-772-2802,4756.58,FURNITURE, wake slyly slyly final theodolites. blithely brave instru
965,Customer#000000965,"7IKpO1RNZIgyaq5RyD4qp8nORFdu,E3F",2,12-893-735-6415,4768.80,MACHINERY,"instructions. pending foxes sleep quickly. fluffy, special foxe"
966,Customer#000000966,6ROS8aS4gTwmN,8,18-539-933-5176,1283.26,MACHINERY,accounts. even forges are slyly dogged requests. carefully fina
967,Customer#000000967,vgNqFVj84wrEByskKaj3YOeEu2nJLtAeAu,23,33-687-917-3598,5710.41,BUILDING,"quickly even asymptotes boost special, unusual dependencies. regul"
968,Customer#000000968,"NxrVlrZ4jzSHA,BPNF55r",0,10-470-740-2657,8921.97,BUILDING,posits. blithely silent instructions sleep. slyly final requests haggl
969,Customer#000000969,"eRd8kP,pHUmF8vXORGrkjT5qN,H4",8,18-148-790-2039,8601.63,BUILDING,tain ruthlessly ironic accounts. even dolphins haggle. carefully
970,Customer#000000970,"o3mKsUhj8l5W,Z",14,24-266-486-1615,3623.60,MACHINERY,ecial deposits nag carefully furiously
971,Customer#000000971,tYRn63r6yzJUE4gj,1,11-256-718-6928,3914.88,AUTOMOBILE,kly unusual packages affix along the
972,Customer#000000972,jEgwjA dOXAL4MHHzPobuia,4,14-405-229-6174,4453.46,MACHINERY," final pinto beans nag carefully. pending, final requests sleep about the slyly even deposits. blithely "
973,Customer#000000973,m7WH7dN5oBF24,0,10-749-928-5415,3229.18,FURNITURE,g the pending platelets-- ideas wake furiously carefully regular dolphins. quickl
974,Customer#000000974,U9O2UMcH7eQPcD5Rl500VnGVljIjk pBv3hei,20,30-473-948-7149,7826.10,HOUSEHOLD, regular requests breach furiously fluffily ironic requests. foxes are slyly abou
975,Customer#000000975,"BblOMlep,uoH2UpK7kNivMY1rmWe5xhi3jAbZ",16,26-428-220-2070,4364.06,FURNITURE,"onic, ironic packages. blithely express ideas wake quickly about the furiously silent packages: accounts are quick"
976,Customer#000000976,"jTS6hZGzXzQON,OZdaTQk",19,29-436-660-4732,7772.85,BUILDING,rding to the regular asymptotes. blithely express accounts with the final pearls nag carefully among the e
977,Customer#000000977,iOgubwjbeTRGKViJoz016qLcTYgmX,2,12-602-807-5055,311.00,FURNITURE," sly, express packages after the slyly final requests cajole permanently "
978,Customer#000000978,"tBwaUg2mSRjDFW,3s0Tdi",24,34-261-243-2624,-50.51,BUILDING,"eans are slyly across the always unusual accounts. asymptotes wake. express, final accounts x-ray fu"
979,Customer#000000979,ows6uoXVCJhy6DQGfkcRHnzos2uyLOIc,18,28-113-574-4962,7055.13,MACHINERY,"wake quickly carefully special ideas. ironic, "
980,Customer#000000980,"7z IK9A1pDFP3J3e9UIPGCAU,Bjp6HXYGv3",1,11-572-281-8212,4586.33,AUTOMOBILE,ully pending packages. ironic requests wake against the ironic foxes. special instructions after 
